,Unnamed: 0,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME,USPS,THROMB,DISTANCE_ROAD_MILES
152,2,71,71,Monroe Carell Jr. Children's Hospital at Vanderbilt,47,36.139005,-86.802607,TriStar Skyline Medical Center,36.24598,-86.74965,12.79022681,15309.29799999999,45,,,9.512780394447407
153,3,115,115,St. Jude Children's Research Hospital,47,35.154635,-90.042849,UAMS Medical Center,34.74435234,-92.384465,218.6765861,136212.0610000001,99,,,84.63846110828048
154,4,133,133,Children's Hospital at Erlanger,47,35.049877,-85.29069,The University of Tennessee Medical Center,35.94016,-83.94502,157.04802560000005,173771.8360000001,127,,,107.97708128798148
155,5,172,172,Niswonger Children's Hospital,47,36.308666,-82.38653599999998,Fort Sanders Regional Medical Center,35.9572,-83.93717,144.9199282,158220.96600000007,107,,,98.31419463879608
156,6,185,185,East Tennessee Children's Hospital,47,35.956547,-83.93782,Mission Hospital,35.58034,-82.54991899999997,132.2611162,173022.16900000002,108,,,107.51125865261538
157,0,11,11,Beacon Children's Hospital,18,41.684013,-86.25052,Ascension Borgess Hospital,42.30815,-85.56068,89.8485789,107599.51800000004,110,,,66.85940696186017
158,1,19,19,Riley Hospital for Children at Indiana University Health,18,39.77726,-86.18137,Good Samaritan Hospital,39.14003,-84.5206,159.4802099,172295.99899999998,113,,,107.06003641244236
159,2,122,122,Peyton Manning Children's Hospital at St. Vincent,18,39.91203,-86.19653000000002,Lutheran Hospital,41.039585,-85.248834,148.77671999999995,167587.06299999994,81,,,104.13403196341353
160,0,49,49,Children's Mercy Hospitals and Clinics,29,39.081947,-94.578285,Research Medical Center,39.00716,-94.55977,8.455887642,9773.919000000002,33,,,6.073246796823544
161,1,86,86,SSM Cardinal Glennon Children's Medical Center,29,38.621086,-90.23844,Mercy Hospital South,38.50744,-90.38037,17.66823687,18976.775,40,,,11.791650614537637
162,2,147,147,Women's and Children's Hospital University of Missouri Health Care,29,38.953888,-92.29022,SSM Health DePaul Hospital - St. Louis,38.74999,-90.43413,162.70016850000005,169517.85000000006,102,,,105.33377036549149
163,3,178,178,Mercy Children's Hospital - Springfield,29,37.178185,-93.275826,University of Missouri Hospital and Clinics,38.9380123,-92.3273053,212.3311868,259111.50899999976,236,,,161.0048274447909
164,4,190,190,Mercy Children's Hospital - St. Louis,29,38.644516,-90.44344,SSM Health St. Clare Hospital - Fenton,38.52574,-90.4741,13.45293933,17365.699999999993,46,,,10.790572532839546
165,5,191,191,St. Louis Children's Hospital,29,38.637283,-90.265182,Mercy Hospital St. Louis,38.64436,-90.4466,15.814256699999998,17154.786999999993,37,,,10.659516944834525
166,6,197,197,CoxHealth,29,37.143776,-93.27797,University of Missouri Hospital and Clinics,38.9380123,-92.3273053,215.9294934,262965.6659999997,219,,,163.39969552735886
167,0,43,43,University of Maryland Children's Hospital,24,39.288456,-76.62366,Johns Hopkins Bayview Medical Center,39.28978,-76.54689,6.624790421,6928.172,37,,,4.304977195620565
168,1,186,186,Johns Hopkins Children's Center,24,39.295277,-76.59097,Johns Hopkins Bayview Medical Center,39.28978,-76.54689,3.851378268,4328.759000000001,41,,,2.6897728261274816
169,0,32,32,Doernbecher Children's Hospital at Oregon Health,41,45.499268,-122.686295,PeaceHealth Southwest Medical Center,45.62459000000001,-122.58145,16.15577313,23542.71999999999,65,,,14.628804354580133
170,1,62,62,Randall Childrren's Hospital at Legacy Emanuel,41,45.542862,-122.66945,PeaceHealth Southwest Medical Center,45.62459000000001,-122.58145,11.38751676,17874.60999999999,56,,,11.106795332247996
171,2,121,121,Providence St. Vincent Medical Center,41,45.50894,-122.77164,PeaceHealth Southwest Medical Center,45.62459000000001,-122.58145,19.63819924,26831.720999999987,66,,,16.672499906794084
172,0,116,116,UH Rainbow Babies & Children's Hospital,39,41.506626,-81.60805500000002,MetroHealth Medical Center,41.46195,-81.69706,8.937286889,11605.656999999996,55,,,7.2114388507089835
173,1,128,128,Akron Children's Hospital,39,41.07892800000001,-81.52652900000002,MetroHealth Medical Center,41.46195,-81.69706,44.87380232,48956.13400000001,75,,,30.42000695937466
174,2,140,140,ProMedica Toledo Children's Hospital,39,41.67143,-83.594025,University of Michigan Hospital,42.283801,-83.733283,68.99004224,73152.025,82,,,45.45467396572508
175,3,151,151,Nationwide Children's Hospital,39,39.952354,-82.97851999999997,Mount Carmel East,39.97755,-82.84295,11.91582848,13307.218999999996,42,,,8.268743087228302
176,4,184,184,Dayton Children's Hospital,39,39.774124,-84.169754,Jewish Hospital,39.20648,-84.38152,65.60264489,69823.86600000001,81,,,43.386646699889404
177,5,196,196,Cincinnati Children's Hospital Medical Center,39,39.141247,-84.500374,Jewish Hospital,39.20648,-84.38152,12.56718169,13992.422000000004,35,,,8.694509550498966
178,6,198,198,Cleveland Clinic Children's,39,41.50342,-81.6215,MetroHealth Medical Center,41.46195,-81.69706,7.81265846,10362.924000000005,46,,,6.439238445573965
179,0,142,142,Nemours Alfred I. duPont Hospital for Children,10,39.780361,-75.554057,Hospital of the University of Pennsylvania,39.950567,-75.193751,36.15967392,38854.468000000066,62,,,24.143107112232386
180,0,1,1,Sanford Children's Hospital - Fargo,38,46.884666,-96.787796,CentraCare Health - St. Cloud Hospital,45.574495,-94.169613,248.9792171,185260.428,105,,,115.1157791392745
181,0,52,52,Ann & Robert H. Lurie Childen's Hospital of Chicago,17,41.896755,-87.62236,University of Illinois Hospital Health Sciences System- Chicago,41.869245,-87.670663,5.040898306,6312.055,33,,,3.9221388892340965
182,1,56,56,Advocate Children's Hospital - Oak Lawn,17,41.723169,-87.731996,Gottlieb Community Health Services Corporation - MacNeal Hospital,41.830485,-87.791175,12.8950166,16770.940000000002,78,,,10.421004883989712
183,2,64,64,Alexian Brothers Women & Children's Hospital,17,42.05247,-88.14443,Northwestern Medicine-Central DuPage Hospital,41.8732,-88.15727,19.94040792,21512.487,68,,,13.367272919333393
184,3,67,67,OSF Healthcare Children's Hospital of Illinois,17,40.702168,-89.5912,Carle Foundation Hospital,40.11695,-88.21506,133.6659196,144742.37700000012,87,,,89.93896690568813
185,4,75,75,Advocate Children's Hospital - Park Ridge,17,42.038222,-87.848316,Northwest Community Hospital,42.06733,-87.99133,12.2725584,13160.643999999998,47,,,8.17766537835386
186,5,83,83,Comer Children's Hospital at University of Chicago Medical Center,17,41.790287,-87.604935,Rush University Medical Center,41.87449,-87.66819,10.72740531,13777.901000000002,46,,,8.56121204966011
187,6,84,84,HSHS St Johns Children's Hospital,17,39.80728,-89.64558000000002,Carle Foundation Hospital,40.11695,-88.21506,126.9676848,135946.49300000002,97,,,84.47344439335382
188,7,145,145,Rush University Children's Hospital,17,41.87514,-87.668564,Northwestern Memorial Hospital,41.89495,-87.62223,4.430673864,5391.472,24,,,3.350113711210807
189,8,181,181,Children's Hospital of the Univerisyt of Illinois,17,41.869205,-87.670715,Northwestern Memorial Hospital,41.89495,-87.62223,4.936890015,6279.007000000002,30,,,3.901603763033295
190,0,85,85,Children's National Hospital,11,38.926273,-77.012764,The Johns Hopkins Hospital,39.2973,-76.5933,54.88934024,58234.75399999997,129,,,36.185488461108264
191,0,126,126,University of South Alabama Children's and Women's Hospital,1,30.696112,-88.076904,Tulane University Hospital and Clinic,29.95983,-90.07649,208.896316,154978.14199999993,151,,,96.29919221544232
192,1,167,167,Children's of Alabama,1,33.503292,-86.805305,Erlanger Health System,35.04872,-85.29043,221.0081906,236743.39300000004,110,,,147.10588999217075
193,0,12,12,Children's of Mississippi,28,32.32881,-90.17562,Ochsner Medical Center,29.96255,-90.14479,262.3685549,287920.5419999996,177,,,178.90597512023538
194,0,93,93,Phoenix Children's Hospital,4,33.480274,-112.040665,Banner - University Medical Center Tucson Campus,32.24243,-110.94733,171.2223947,183830.28799999988,136,,,114.22712913368207
195,1,163,163,Cardon's Children's Medical Center,4,33.38917,-111.874664,Banner - University Medical Center Tucson Campus,32.24243,-110.94733,153.99465690000005,167493.77499999994,123,,,104.07606534355695
196,0,39,39,Blank Children's Hospital,19,41.589855,-93.63651,CHI Health Immanuel,41.32185,-96.01987,201.3419508,215359.11,126,,,133.81827954316677
197,1,192,192,MercyOne Children's Hospital - Des Moines,19,41.597763,-93.62566,CHI Health Immanuel,41.32185,-96.01987,202.3575817,215869.94499999995,122,,,134.13569848509323
198,2,194,194,University of Iowa Stead Family Children's Hospital,19,41.65727,-91.54992,OSF Healthcare Saint Anthony Medical Center,42.26721,-89.00775,221.3562195,247570.67000000004,167,,,153.83366473212624
199,0,72,72,Children's Hospital & Medical Center,31,41.259686,-96.04045,The University of Kansas Hospital,39.05615,-94.61062,273.311974,303487.436,195,,,188.57881864615308
200,1,105,105,Boys Town National Research Hospital,31,41.264412,-95.95661,The University of Kansas Hospital,39.05615,-94.61062,270.6789807,298076.39699999994,174,,,185.21654653460422
201,0,199,199,The Barbara Bush Children's Hospital at Maine Medical Center,23,43.652256,-70.27507,Mass General Hospital,42.36278,-71.06867,157.18407969999996,167517.47299999994,140,,,104.09079063467009
