,Unnamed: 0,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME,USPS,THROMB,DISTANCE_ROAD_MILES
152,0,176,176,Montana Childrens Medical Center,30,48.215458,-114.3249,Multicare Deaconess Hospital,47.65154,-117.42348,239.8504168,313372.2880000002,195,,,194.7209961847715
153,0,10,10,Seattle Children's,53,47.66447,-122.28317,Virginia Mason Medical Center,47.60954,-122.32793999999998,6.9726531289999985,8491.046,39,,,5.276104490039396
154,1,108,108,Mary Bridge Children's Hospital & Health Center,53,47.25993,-122.45351399999998,St. Joseph Medical Center,47.245569,-122.447339,1.663611683,1839.375,16,,,1.1429374774752383
155,2,170,170,Sacred Heart Children's Hospital,53,47.648492,-117.411761,Multicare Deaconess Hospital,47.65154,-117.42348,0.943401823,1405.109,12,,,0.8730964246212733
156,0,155,155,Sanford Children's Hospital,46,43.53305,-96.7451,Nebraska Medical Center,41.254799,-95.97882,260.81322190000003,254463.759,123,,,158.1168423080269
157,0,41,41,Bronson Methodist Hospital,26,42.286137,-85.58134,Ascension Borgess Hospital,42.30815,-85.56068,2.980192934,4568.334000000002,25,,,2.8386381995103593
158,1,57,57,Ascension St. John Children's Hospital,26,42.418995,-82.914986,Henry Ford Detroit Hospital,42.367344,-83.08538,15.15783776,16910.433999999997,54,,,10.507682652515937
159,2,76,76,Beaumont Children's Hospital,26,42.517754,-83.19112,St. Joseph Mercy Oakland,42.61451,-83.27639,12.8275119,13716.609000000002,69,,,8.52312687188537
160,3,96,96,Children's Hospital of Michiga,26,42.35165,-83.05431800000002,Ascension St. John Hospital,42.41977,-82.91450999999998,13.77699366,14785.086000000005,50,,,9.187049349422749
161,4,135,135,Helen DeVos Children's Hospital,26,42.970505,-85.66637,Mercy Health Saint Mary's Hospital,42.95848,-85.66284,1.366575036,1549.7949999999996,11,,,0.9630003603961871
162,5,158,158,C.S. Mott Children's Hospital,26,42.28164500000001,-83.728319,Ascension Providence Hospital - Novi Campus,42.48701,-83.520229,28.53143623,36550.79600000002,59,,,22.71166813724882
163,0,3,3,St. Joseph's Children's Hospital,34,40.902527,-74.166824,Valley Hospital,40.98364,-74.10054000000002,10.59694775,12013.676000000001,59,,,7.464970733344105
164,1,28,28,The Bristol-Myrs Squibb Children's Hospital,34,40.495073,-74.451888,Saint Barnabas Medical Center,40.76218715,-74.3036489,32.20467105,37957.99099999997,91,,,23.58606074539872
165,2,35,35,Joseph M. Sanzari Children's Hospital Hackensack University Medical Center,34,40.88453,-74.05768,Valley Hospital,40.98364,-74.10054000000002,11.58321202,13402.967,59,,,8.32823828401705
166,3,36,36,K. Hovnanian Children's Hospital,34,40.20919,-74.04257,JFK Medical Center,40.55625,-74.35119,46.60440378,54366.444,70,,,33.78182609019847
167,4,111,111,The Children's Hospital at Saint Peter's University Hospital,34,40.501846,-74.45922,Saint Barnabas Medical Center,40.76218715,-74.3036489,31.76501126,37411.68399999999,90,,,23.24660046975778
168,5,130,130,The Children's Regional Hospital at Cooper,34,39.940807,-75.115746,Thomas Jefferson University Hospitals,39.94982,-75.15867,3.80242257,5517.2390000000005,32,,,3.4282618961810436
169,6,143,143,The Children's Hospital at Monmouth Medical Center,34,40.29536,-73.98363499999998,Maimonides Medical Center,40.63936,-73.99866999999998,38.22028351,72085.63099999996,131,,,44.79204580759813
170,7,150,150,Saint Barnabas Children's Center Saint Barnabas Medical Center,34,40.765194,-74.301834,St. Joseph's Regional Medical Center,40.902719,-74.165087,19.13833377,21586.836000000014,71,,,13.413471360930577
171,8,171,171,Goryeb Children's Hospital,34,40.788794,-74.465023,JFK Medical Center,40.55625,-74.35119,27.55872186,34632.53299999998,81,,,21.519711807324732
172,0,9,9,Le Bonheur Children's Hospital,47,35.143440000000005,-90.0317,Saint Francis Hospital-Memphis,35.09751,-89.86437,16.08147384,16756.630999999998,59,,,10.412113661500987
173,1,27,27,Spence and Becky Wilson Baptist Childlren's Hospital,47,35.127824,-89.854591,Methodist University Hospital,35.1364,-90.01928000000002,15.04007658,15421.739000000007,46,,,9.58264816632906
174,2,71,71,Monroe Carell Jr. Children's Hospital at Vanderbilt,47,36.139005,-86.802607,Saint Thomas West Hospital,36.12984,-86.84392,3.855152762,4627.471,29,,,2.8753843190376176
175,3,115,115,St. Jude Children's Research Hospital,47,35.154635,-90.042849,Saint Francis Hospital-Memphis,35.09751,-89.86437,17.45888766,18767.096,58,,,11.661361800489644
176,4,133,133,Children's Hospital at Erlanger,47,35.049877,-85.29069,WellStar Kennestone Regional Medical Center,33.969758,-84.55109,137.728117,154573.74099999998,152,,,96.04790845936843
177,5,172,172,Niswonger Children's Hospital,47,36.308666,-82.38653599999998,Mission Hospital,35.58034,-82.54991899999997,82.14706140000001,99154.90999999992,92,,,61.61215777896524
178,6,185,185,East Tennessee Children's Hospital,47,35.956547,-83.93782,The University of Tennessee Medical Center,35.94016,-83.94502,1.930825218,3109.893,19,,,1.9324027240980777
179,0,4,4,Kaiser Permanente - Oakland Medical Centr,6,37.823994,-122.25784,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,21.42340695,24156.765,60,,,15.010355176656269
180,1,7,7,Kaiser Permanente Pediatric Care Center,6,34.072468,-117.43566,Loma Linda University Medical Center,34.04948,-117.26366000000002,16.08225465,18172.711000000007,39,,,11.292027166416052
181,2,13,13,Valley Children's Healthcare,6,36.88444000000001,-119.800579,Regional Medical Center of San Jose,37.36271,-121.84786,189.5162939,230453.65099999995,181,,,143.19761579280944
182,3,24,24,UCSF Benioff Children's Hospital Oakland,6,37.83731,-122.2682,John Muir Medical Center -- Walnut Creek Campus,37.913214,-122.041935,21.61638868,23833.691999999992,52,,,14.809606422508601
183,4,30,30,Kaiser Foundation Hospital - Santa Clara,6,37.33778,-121.99581,Good Samaritan Hospital,37.25221,-121.94665,10.44937156,14677.182,40,,,9.120000745647285
184,5,66,66,Kaiser Permanente Pediatric Care Center Downey,6,33.91706,-118.12907,Long Beach Memorial Medical Center,33.807959999999994,-118.18847,13.29113401,16155.676999999998,50,,,10.03869722992034
185,6,70,70,UCLA Mattel Childrens Hospital,6,34.06592,-118.44521,Providence Saint John's Health Center,34.03006,-118.47833,5.017360303,5854.559,36,,,3.637863347707756
186,7,77,77,Children's Hospital of Los Angeles,6,34.098152,-118.29068999999998,PIH Health Good Samaritan Hospital,34.05465,-118.26551,5.355957319,6372.371000000003,39,,,3.9596176072178677
187,8,82,82,Cottage Children's Medical Center,6,34.42935,-119.72318,St. John's Regional Medical Center,34.21674,-119.15631,57.25411698,62276.26800000004,76,,,38.69677507549682
188,9,87,87,Lucile Packard Children's Hospital Stanford,6,37.43723,-122.17435,Kaiser Foundation Hospital - Redwood City,37.489193,-122.22337,7.215796728,8461.103000000003,50,,,5.257498726185892
189,10,88,88,Rady Children's Hospital San Diego,6,32.798603,-117.1508,Scripps Memorial Hospital La Jolla,32.8851,-117.22368,11.7716763,12921.940000000002,27,,,8.029341220624605
190,11,99,99,CHOC Children's Hospital of Orange County,6,33.78033,-117.86507,Orange County Global Medical Center,33.7552,-117.83304,4.071021383,5479.663000000001,21,,,3.404913194228691
191,12,100,100,Community Regional Medical Center,6,36.741882,-119.78389,Sierra Vista Hospital,35.291976,-120.665608,179.4408915,209750.43699999992,147,,,130.33320305218282
192,13,107,107,California Pacific Medical Center,6,37.78575,-122.42149,Mills-Peninsula,37.592045,-122.382427,21.77376173,24857.46299999999,69,,,15.44574981048131
193,14,110,110,Kaiser Permanente Pediatric Care Center,6,34.09815,-118.29542,PIH Health Good Samaritan Hospital,34.05465,-118.26551,5.55915044,6674.928000000001,36,,,4.147618278300422
194,15,127,127,UCSF Benioff Children's Hospital San Francisco,6,37.76509,-122.390579,Mills-Peninsula,37.592045,-122.382427,19.21979232,22157.31999999999,48,,,13.767954565225489
195,16,153,153,Loma Linda University Children's Hospital,6,34.04991500000001,-117.26114,Riverside Community Hospital,33.9765,-117.38146,13.77809953,15963.381999999998,47,,,9.919210359526264
196,17,157,157,University of California Davis Children's Hospital,6,38.553677,-121.45684,Mercy San Juan Medical Center,38.6707,-121.31383999999998,17.99660383,22054.510000000013,65,,,13.704071234170538
197,18,180,180,Miller Children's & Women's Hospital Long Beach,6,33.80769,-118.18502,St. Mary Medical Center,33.77997,-118.18585,3.075626087,3307.4240000000004,28,,,2.0551431021412507
198,19,188,188,Sutter Children's Center,6,38.57042,-121.47027,Mercy San Juan Medical Center,38.6707,-121.31383999999998,17.59279842,20055.368000000013,52,,,12.46185889867897
199,20,189,189,Kaiser Foundation Hospital - Roseville Women's and Children's Service,6,38.74825,-121.24763,Kaiser Foundation Hospital - Sacramento,38.602029,-121.39257,20.55620914,23386.02199999999,70,,,14.531436489492581
200,0,93,93,Phoenix Children's Hospital,4,33.480274,-112.040665,Abrazo Central Campus,33.525099,-112.101575,7.533284172,10291.638,43,,,6.394943268669144
201,1,163,163,Cardon's Children's Medical Center,4,33.38917,-111.874664,Abrazo Central Campus,33.525099,-112.101575,25.92901739,32550.972000000016,59,,,20.226286552251246
