,State,Hospital,City,Zip Code,Designation/Certification,Certifying Organization,ObjectId,lat,long,Unnamed: 9,STATE
479,Illinois,Trinity Medical Center (West) - DBA Trinity Rock Island,Rock Island,61201,Primary Stroke Center,The Joint Commission,571,41.497434999999996,-90.585955,,17
480,Illinois,Thomas H. Boyd Memorial Hospital,Carrollton,62016,Acute Stroke Ready Hospital,State,570,39.296209999999995,-90.41273000000001,,17
481,Illinois,Taylorville Memorial Hospital,Taylorville,62568,Acute Stroke Ready Hospital,State,569,39.55505,-89.29374,,17
482,Illinois,Swedish Covenant Hospital,Chicago,60625,Primary Stroke Center,HFAP,568,41.97501,-87.69921,,17
483,Illinois,Swedish American A Division of UW health,Rockford,61104,Primary Stroke Center,The Joint Commission,567,42.26001,-89.083765,,17
484,Illinois,St. Margaret's Hospital,Spring Valley,61362,Acute Stroke Ready Hospital,State,566,41.32764,-89.19969499999999,,17
485,Illinois,St. Joseph Memorial Hospital,Murphysboro,62966,Acute Stroke Ready Hospital,State,565,37.77365,-89.32503,,17
486,Illinois,SSM Health St. Mary's Hospital,Centralia,62801,Acute Stroke Ready Hospital,State,564,38.53097,-89.11776,,17
487,Illinois,SSM Health Good Samaritan,Mt. Vernon,62864,Primary Stroke Center,The Joint Commission,563,38.29784,-88.94125,,17
488,Illinois,Sparta Community Hospital,Sparta,62286,Acute Stroke Ready Hospital,State,562,38.12427,-89.69176,,17
489,Illinois,Silver Cross Hospital and Medical Centers,New Lenox,60435,Primary Stroke Center,The Joint Commission,561,41.531234999999995,-88.09469,,17
490,Illinois,Sarah D. Culbertson Memorial Hospital,Rushville,62681,Acute Stroke Ready Hospital,State,560,40.11788,-90.56411999999999,,17
491,Illinois,Sarah Bush Lincoln Health Center,Mattoon,61938,Acute Stroke Ready Hospital,State,559,39.48794,-88.2738,,17
492,Illinois,Salem Township Hospital,Salem,62881,Acute Stroke Ready Hospital,State,558,38.64157,-88.94756,,17
493,Illinois,Rush University Medical Center,Chicago,60612,Comprehensive Stroke Center,The Joint Commission,557,41.87449,-87.66819,,17
494,Illinois,Rush Oak Park Hospital,Oak Park,60304,Primary Stroke Center,The Joint Commission,584,41.878659999999996,-87.80360999999999,,17
495,Illinois,Rochelle Community Hospital,Rochelle,61068,Acute Stroke Ready Hospital,State,552,41.928709999999995,-89.06343000000001,,17
496,Illinois,Riverside Medical Center,Kankakee,60901,Primary Stroke Center,DNV GL,501,41.1256,-87.883,,17
497,Illinois,Red Bud Regional Hospital,Red Bud,62278,Acute Stroke Ready Hospital,State,551,38.20925,-89.9973,,17
498,Illinois,Protestant Memorial Medical Center,Belleville,62226,Acute Stroke Ready Hospital,State,550,38.541534999999996,-90.0178,,17
499,Illinois,Presence St. Mary's Hospital,Kankakee,60901,Primary Stroke Center,The Joint Commission,549,41.11674,-87.85528000000001,,17
500,Illinois,Presence Saints Mary and Elizabeth Medical Center,Chicago,60622,Primary Stroke Center,The Joint Commission,548,41.90303,-87.68339,,17
501,Illinois,Presence Saint Joseph Medical Center,Joliet,60435,Comprehensive Stroke Center,DNV GL,547,41.531234999999995,-88.09469,,17
502,Illinois,Presence Saint Joseph Hospital - Chicago,Chicago,60657,Primary Stroke Center,The Joint Commission,546,41.93391,-87.63686,,17
503,Illinois,Presence Saint Joseph Hospital,Elgin,60123,Primary Stroke Center,The Joint Commission,545,42.034805,-88.293935,,17
504,Illinois,Presence Saint Francis Hospital,Evanston,60202,Primary Stroke Center,The Joint Commission,544,42.02561,-87.68594499999999,,17
505,Illinois,Presence Mercy Medical Center,Aurora,60506,Primary Stroke Center,The Joint Commission,542,41.760805,-88.322445,,17
506,Illinois,Pipeline-Westlake Hospital,Melrose Park,60160,Primary Stroke Center,The Joint Commission,583,41.90325,-87.85336,,17
507,Illinois,Pinckneyville Community Hospital,Pinckneyville,62274,Acute Stroke Ready Hospital,State,541,38.084509999999995,-89.34909,,17
508,Illinois,Perry Memorial Hospital,Princeton,61356,Acute Stroke Ready Hospital,State,540,41.367059999999995,-89.45579000000001,,17
509,Illinois,Passavant Area Hospital,Jacksonville,62650,Acute Stroke Ready Hospital,State,539,39.74655,-90.25972,,17
510,Illinois,Pana Community Hospital,Pana,62557,Acute Stroke Ready Hospital,State,538,39.37935,-89.08436,,17
511,Illinois,Palos Hospital,Palos Heights,60463,Acute Stroke Ready Hospital,State,537,41.66995,-87.81289,,17
512,Illinois,OSF Little Company of Mary Hospital,Evergreen Park,60805,Primary Stroke Center,The Joint Commission,447,41.721340000000005,-87.69095,,17
513,Illinois,OSF Healthcare St. Paul Medical Center -Mendota,Mendaota,61341,Acute Stroke Ready Hospital,State,536,41.33027,-88.701735,,17
514,Illinois,OSF Healthcare St. Mary Medical Center,Galesburg,61401,Acute Stroke Ready Hospital,State,535,40.98729,-90.35961,,17
515,Illinois,OSF Healthcare St. Joseph Medical Center,Bloomington,61701,Primary Stroke Center,The Joint Commission,534,40.482209999999995,-88.95528,,17
516,Illinois,OSF Healthcare Saint Luke Medical Center,Kewanee,61443,Acute Stroke Ready Hospital,State,533,41.22203,-89.94834,,17
517,Illinois,OSF Healthcare Saint James John w. Albrecht Medical Center,Pontiac,61764,Acute Stroke Ready Hospital,State,532,40.869609999999994,-88.67876,,17
518,Illinois,OSF Healthcare Saint Francis Medical Center,Peoria,61637,Comprehensive Stroke Center,The Joint Commission,531,40.7025,-89.58959,,17
519,Illinois,OSF Healthcare Saint Elizabeth Medical Center,Ottawa,61350,Acute Stroke Ready Hospital,State,530,41.35725,-88.82449,,17
520,Illinois,OSF Healthcare Saint Anthony's Health Center,Alton,62002,Primary Stroke Center,The Joint Commission,529,38.90787,-90.17379,,17
521,Illinois,OSF Healthcare Saint Anthony Medical Center,Rockford,61108,Comprehensive Stroke Center,DNV GL,528,42.26721,-89.00775,,17
522,Illinois,OSF Healthcare Sacred Heart Medical Center-Danville,Danville,61832,Primary Stroke Center,The Joint Commission,527,40.13687,-87.64555,,17
523,Illinois,OSF Healthcare Holy Family Medical Center,Monmouth,61462,Acute Stroke Ready Hospital,State,526,40.92219,-90.65883000000001,,17
524,Illinois,OSF Healthcare Heart of Mary Medical Center - Urbana,Urbana,61801,Primary Stroke Center,The Joint Commission,525,40.11758,-88.22694,,17
525,Illinois,Norwegian-American Hospital,Chicago,60622,Primary Stroke Center,HFAP,524,41.90106,-87.69932,,17
526,Illinois,Northwestern Memorial Hospital,Chicago,60611,Comprehensive Stroke Center,The Joint Commission,523,41.89495,-87.62223,,17
527,Illinois,Northwestern Medicine-Valley West Hospital,Sandwich,60548,Acute Stroke Ready Hospital,State,522,41.65718,-88.62073000000001,,17
528,Illinois,Northwestern Medicine-Lake Forest Hospital,Lake Forest,60045,Primary Stroke Center,The Joint Commission,520,42.25719,-87.86646999999999,,17
529,Illinois,Northwestern Medicine-Kishwaukee Hospital,DeKalb,60115,Primary Stroke Center,The Joint Commission,519,41.96107,-88.72258000000001,,17
530,Illinois,Northwestern Medicine-Delnor Community Hospital,Geneva,60134,Primary Stroke Center,The Joint Commission,518,41.887515,-88.3108,,17
531,Illinois,Northwestern Medicine-Central DuPage Hospital,Winfield,60190,Comprehensive Stroke Center,The Joint Commission,517,41.8732,-88.15727,,17
532,Illinois,Northwestern Medicine McHenry Hospital,McHenry,60050,Primary Stroke Center,The Joint Commission,521,42.31801,-88.28048000000001,,17
533,Illinois,Northwest Community Hospital,Arlington Heights,60005,Comprehensive Stroke Center,The Joint Commission,516,42.06733,-87.99133,,17
534,Illinois,NorthShore University HealthSystem-Highland Park Hospital,Highland Park,60035,Primary Stroke Center,The Joint Commission,515,42.186275,-87.80160500000001,,17
535,Illinois,NorthShore University HealthSystem-Glenbrook Hospital,Glenview,60026,Primary Stroke Center,The Joint Commission,514,42.092069,-87.8411229,,17
536,Illinois,NorthShore University HealthSystem-Evanston Hospital,Evanston,60201,Primary Stroke Center,The Joint Commission,513,42.06544,-87.68401,,17
537,Illinois,Mount Sinai Hospital Medical Center,Chicago,60608,Primary Stroke Center,The Joint Commission,512,41.85904,-87.66014,,17
538,Illinois,Morris Hospital and Healthcare Centers,Morris,60450,Primary Stroke Center,HFAP,511,41.36952,-88.42616,,17
539,Illinois,Midwest Medical Center,Galena,61036,Acute Stroke Ready Hospital,State,510,42.449090000000005,-90.45729,,17
540,Illinois,Mercy Hospital & Medical Center,Chicago,60616,Primary Stroke Center,HFAP,509,41.84659,-87.62273,,17
541,Illinois,Mercy Harvard Hospital,Harvard,60033,Acute Stroke Ready Hospital,The Joint Commission,508,42.421409999999995,-88.614335,,17
542,Illinois,Memorial Medical Center,Springfield,62781,Comprehensive Stroke Center,The Joint Commission,507,39.80873,-89.65471,,17
543,Illinois,Memorial Hospital-Carthage,Carthage,62321,Acute Stroke Ready Hospital,State,506,40.41366,-91.133645,,17
544,Illinois,Memorial Hospital of Chester,Chester,62233,Acute Stroke Ready Hospital,State,505,37.91938,-89.81139,,17
545,Illinois,Memorial Hospital of Carbondale,Carbondale,62901,Primary Stroke Center,The Joint Commission,504,37.72766,-89.22006,,17
546,Illinois,Memorial Hospital East,Shiloh,62269,Acute Stroke Ready Hospital,State,503,38.573370000000004,-89.90503000000001,,17
547,Illinois,McDonough District Hospital,Macomb,61455,Acute Stroke Ready Hospital,State,502,40.446979999999996,-90.66462,,17
548,Illinois,Massac Memorial Hospital,Metropolis,62960,Acute Stroke Ready Hospital,State,451,37.16646,-88.73968,,17
549,Illinois,Mason District Hospital,Havana,62644,Acute Stroke Ready Hospital,State,450,40.30531,-90.05511,,17
550,Illinois,Marshall Browning Hospital,Du Quoin,62832,Acute Stroke Ready Hospital,State,449,38.025009999999995,-89.23651,,17
551,Illinois,Loyola University Medical Center,Maywood,60153,Comprehensive Stroke Center,The Joint Commission,448,41.85952,-87.8341,,17
552,Illinois,Lawrence County Memorial Hospital,Lawrenceville,62439,Acute Stroke Ready Hospital,State,445,38.72995,-87.69551,,17
553,Illinois,Kirby Medical Center,Monticello,61856,Acute Stroke Ready Hospital,State,444,40.06053,-88.55969,,17
554,Illinois,Katherine Shaw Bethea Hospital,Dixon,61021,Acute Stroke Ready Hospital,State,443,41.83845,-89.48042,,17
555,Illinois,"John H. Stroger, Jr. Hospital of Cook County",Chicago,60612,Primary Stroke Center,The Joint Commission,442,41.87294,-87.67364,,17
556,Illinois,Jersey Community Hospital,Jerseyville,62052,Acute Stroke Ready Hospital,State,441,39.1104,-90.34311,,17
557,Illinois,Javon Bea Hospital-Rockton Ave,Rockford,61103,Primary Stroke Center,DNV GL,440,42.29888,-89.09751999999999,,17
558,Illinois,Javon Bea Hospital-Riverside Campus,Rockford,61111,Comprehensive Stroke Center,DNV GL,439,42.30400141,-89.04906366,,17
559,Illinois,Iroquois Memorial Hospital,Watseka,60970,Acute Stroke Ready Hospital,State,438,40.7665,-87.73115,,17
560,Illinois,Ingalls Memorial Hospital,Harvey,60426,Primary Stroke Center,DNV GL,437,41.6208,-87.645935,,17
561,Illinois,Illinois Valley Community Hosptial,Peru,61354,Acute Stroke Ready Hospital,State,436,41.328829999999996,-89.12521,,17
562,Illinois,Illini Community Hospital,Pittsfield,62363,Acute Stroke Ready Hospital,State,435,39.60722,-90.81519,,17
563,Illinois,HSHS St. Mary's Hospital,Decatur,62521,Primary Stroke Center,The Joint Commission,434,39.82755,-88.93188,,17
564,Illinois,HSHS St. Joseph's Hospital,Breese,62230,Acute Stroke Ready Hospital,State,432,38.62599,-89.52409,,17
565,Illinois,HSHS St. Joseph's Hospital,Highland,62249,Acute Stroke Ready Hospital,State,433,38.75524,-89.66799,,17
566,Illinois,HSHS St. John's Hospital,Springfield,62769,Primary Stroke Center,The Joint Commission,431,39.80659,-89.64395999999999,,17
567,Illinois,HSHS St. Francis Hospital,Litchfield,62056,Acute Stroke Ready Hospital,State,430,39.18084,-89.63899,,17
568,Illinois,HSHS St. Elizabeth's Hospital,Ofallon,62269,Acute Stroke Ready Hospital,State,429,38.58352,-89.93217,,17
569,Illinois,HSHS St. Anthony's Memorial Hospital,Effingham,62401,Acute Stroke Ready Hospital,State,428,39.12577,-88.54974,,17
570,Illinois,HSHS Holy Family Hospital,Greenville,62246,Acute Stroke Ready Hospital,State,427,38.90278,-89.40772,,17
571,Illinois,HSHS Good Shepherd Hospital,Shelbyville,62565,Acute Stroke Ready Hospital,State,426,39.405809999999995,-88.80829,,17
572,Illinois,Horizon Health,Paris,61944,Acute Stroke Ready Hospital,State,425,39.60718,-87.67795,,17
573,Illinois,Hopedale Hospital,Hopedale,61747,Acute Stroke Ready Hospital,State,424,40.42087,-89.41405999999999,,17
574,Illinois,Holy Cross Hospital,Chicago,60629,Primary Stroke Center,HFAP,423,41.769079999999995,-87.69111,,17
575,Illinois,Hillsboro Area Hospital,Hillsboro,62049,Acute Stroke Ready Hospital,State,422,39.151720000000005,-89.48066999999999,,17
576,Illinois,Herrin Hospital,Herrin,62948,Primary Stroke Center,The Joint Commission,421,37.805234999999996,-89.02812,,17
577,Illinois,Heartland Regional Medical Center,Marion,62959,Acute Stroke Ready Hospital,State,420,37.743109999999994,-88.99167,,17
578,Illinois,Harrisburg Medical Center,Harrisburg,62946,Acute Stroke Ready Hospital,State,419,37.730959999999996,-88.5234,,17
579,Illinois,Hammond-Henry Hospital,Geneseo,61254,Acute Stroke Ready Hospital,State,418,41.46014,-90.15762,,17
580,Illinois,Hamilton Memorial Hospital,McLeansboro,62859,Acute Stroke Ready Hospital,State,417,38.08717,-88.54024,,17
581,Illinois,Graham Health System,Canton,61520,Acute Stroke Ready Hospital,State,416,40.552690000000005,-90.03916,,17
582,Illinois,Gottlieb Memorial Hospital,Melrose Park,60160,Acute Stroke Ready Hospital,State,415,41.9086,-87.8427,,17
583,Illinois,Gottlieb Community Health Services Corporation - MacNeal Hospital,Berwyn,60402,Comprehensive Stroke Center,The Joint Commission,414,41.830484999999996,-87.791175,,17
584,Illinois,Gibson Community Hospital,Gibson City,60936,Acute Stroke Ready Hospital,State,413,40.46304,-88.37378000000001,,17
585,Illinois,Genesis Medical Center Silvis,Silvis,61282,Acute Stroke Ready Hospital,State,412,41.49378,-90.41868000000001,,17
586,Illinois,Genesis Medical Center Aledo,Aledo,61231,Acute Stroke Ready Hospital,State,411,41.20533,-90.75867,,17
587,Illinois,Galesburg Cottage Hospital,Galesburg,61401,Primary Stroke Center,The Joint Commission,410,40.95562,-90.36533,,17
588,Illinois,Franklin Hospital,Benton,62791,Acute Stroke Ready Hospital,State,409,38.00982,-88.91819,,17
589,Illinois,Franciscan Health Olympia Fields,Olympia Fields,60461,Acute Stroke Ready Hospital,State,408,41.5224,-87.71078,,17
590,Illinois,FHN Memorial Hospital,Freeport,61032,Acute Stroke Ready Hospital,State,407,42.29505,-89.63776,,17
591,Illinois,Ferrell Hospital Community Foundation,Eldorado,62930,Acute Stroke Ready Hospital,State,406,37.81648,-88.440445,,17
592,Illinois,Fayette County Hospital,Vandalia,62471,Acute Stroke Ready Hospital,State,405,38.96985,-89.09931999999999,,17
593,Illinois,Fairfield Memorial Hospital,Fairfield,62837,Acute Stroke Ready Hospital,State,404,38.38134,-88.37447,,17
594,Illinois,Elmhurst Memorial Hospital,Elmhurst,60126,Primary Stroke Center,The Joint Commission,403,41.901395,-87.93994,,17
595,Illinois,Edward Hospital,Naperville,60540,Comprehensive Stroke Center,DNV GL,402,41.76639967,-88.1249078,,17
596,Illinois,Decatur Memorial Hospital,Decatur,62526,Primary Stroke Center,The Joint Commission,401,39.867509999999996,-88.96231,,17
597,Illinois,Crawford Memorial Hospital,Robinson,62454,Acute Stroke Ready Hospital,State,754,39.01419,-87.75052,,17
598,Illinois,Copley Memorial Hospital (Rush-Copley),Aurora,60504,Primary Stroke Center,The Joint Commission,753,41.760355,-88.223225,,17
599,Illinois,Community Hospital of Staunton,Staunton,62088,Acute Stroke Ready Hospital,State,752,39.015440000000005,-89.78941,,17
600,Illinois,Community First Medical Center,Chicago,60634,Primary Stroke Center,The Joint Commission,751,41.94559,-87.76899999999999,,17
601,Illinois,Clay County Hospital,Flora,62839,Acute Stroke Ready Hospital,State,750,38.68091,-88.47222,,17
602,Illinois,CGH Medical Center,Sterling,61081,Acute Stroke Ready Hospital,State,749,41.80198,-89.69689,,17
603,Illinois,Carlinville Area Hospital Association,Carlinville,62626,Acute Stroke Ready Hospital,State,748,39.29939,-89.88279,,17
604,Illinois,Carle Richland Memorial Hospital,Olney,62450,Acute Stroke Ready Hospital,State,747,38.73656,-88.07745,,17
605,Illinois,Carle Hoopeston Regional Health Center,Hoopeston,60942,Acute Stroke Ready Hospital,State,746,40.45899,-87.66014,,17
606,Illinois,Carle Foundation Hospital,Urbana,61801,Comprehensive Stroke Center,DNV GL,745,40.11695,-88.21506,,17
607,Illinois,Blessing Hospital,Quincy,62305,Primary Stroke Center,DNV GL,744,39.936640000000004,-91.39832,,17
608,Illinois,Anna Hospital Corporation DBA Union County Hospital,Anna,62906,Acute Stroke Ready Hospital,State,743,37.462223200000004,-89.2482673,,17
609,Illinois,Anderson Hospital,Maryville,62062,Acute Stroke Ready Hospital,State,742,38.73669,-89.94666,,17
610,Illinois,AMITA Health St. Alexius Medical Center,Hoffman Estates,60010,Primary Stroke Center,The Joint Commission,741,42.05281,-88.14193,,17
611,Illinois,AMITA Health Resurrection Medical Center,Chicago,60631,Comprehensive Stroke Center,DNV GL,543,41.98793,-87.81315,,17
612,Illinois,AMITA Health Alexian Brothers Medical Center,Elk Grove Village,60007,Comprehensive Stroke Center,The Joint Commission,740,42.0044,-88.01475,,17
613,Illinois,AMITA Health Adventist Medical Center Glen Oaks,Glendale Heights,60139,Primary Stroke Center,The Joint Commission,739,41.91465,-88.05719,,17
614,Illinois,AMITA Health Adventist Medical Center Bolingbrook,Bolingbrook,60440,Primary Stroke Center,The Joint Commission,738,41.70112,-88.08973,,17
615,Illinois,AMITA Health Adventist La Grange Medical Center,LaGrange,60525,Primary Stroke Center,The Joint Commission,737,41.79688,-87.88608,,17
616,Illinois,AMITA Health Adventist Hinsdale Medical Center,Hinsdale,60521,Primary Stroke Center,The Joint Commission,736,41.80554,-87.92135,,17
617,Illinois,Alton Memorial Hospital,Alton,62002,Primary Stroke Center,The Joint Commission,735,38.89909,-90.15895,,17
618,Illinois,Advocate Trinity Hospital,Chicago,60617,Primary Stroke Center,DNV GL,734,41.742459999999994,-87.58006999999999,,17
619,Illinois,Advocate South Suburban Hospital,Hazel Crest,60429,Primary Stroke Center,DNV GL,733,41.567190000000004,-87.69568000000001,,17
620,Illinois,Advocate Sherman Hospital,Elgin,60123,Primary Stroke Center,DNV GL,732,42.034805,-88.293935,,17
621,Illinois,Advocate Lutheran General Hospital,Park Ridge,60068,Comprehensive Stroke Center,DNV GL,731,42.03934,-87.84874,,17
622,Illinois,Advocate Illinois Masonic Medical Center Campus,Chicago,60657,Comprehensive Stroke Center,DNV GL,730,41.93679,-87.65091,,17
623,Illinois,Advocate Good Shepherd Hospital,Barrington,60010,Primary Stroke Center,DNV GL,729,42.158975,-88.134105,,17
624,Illinois,Advocate Good Samaritan Hospital,Downer's Grove,60515,Primary Stroke Center,DNV GL,728,41.81855,-88.00842,,17
625,Illinois,Advocate Eureka Hospital,Eureka,61530,Acute Stroke Ready Hospital,State,727,40.7209,-89.27163,,17
626,Illinois,Advocate Christ Hospital and Medical Center,Oak Lawn,60453,Comprehensive Stroke Center,DNV GL,726,41.700109999999995,-87.7385,,17
627,Illinois,Advocate Bromenn Medical Center,Normal,61761,Primary Stroke Center,DNV GL,725,40.49739,-88.99096,,17
628,Illinois,Advocate Aurora Condell Medical Center,Libertyville,60048,Primary Stroke Center,DNV GL,724,42.27458,-87.95178,,17
629,Illinois,Abraham Lincoln Memorial Hospital,Lincoln,62656,Acute Stroke Ready Hospital,State,723,40.1534,-89.38951,,17
630,Indiana,Union Hospital,Terre Haute,47804,Primary Stroke Center,HFAP,482,39.48535,-87.40774,,18
631,Indiana,Terre Haute Regional Hospital,Terre Haute,47802,Primary Stroke Center,The Joint Commission,463,39.41942,-87.40795,,18
632,Indiana,St. Vincent Hospital and Health Care Services,Indianapolis,46260,Comprehensive Stroke Center,The Joint Commission,462,39.915775,-86.18746999999999,,18
633,Indiana,St. Vincent Evansville,Evansville,47750,Primary Stroke Center,The Joint Commission,460,37.96537,-87.50412,,18
634,Indiana,St. Vincent Anderson Regional Hospital,Anderson,46016,Primary Stroke Center,The Joint Commission,461,40.10458,-85.683095,,18
635,Indiana,St. Mary Medical Center,Hobart,46342,Primary Stroke Center,The Joint Commission,459,41.51266,-87.26125,,18
636,Indiana,St. Joseph Hospital & Health Center,Kokomo,46904,Primary Stroke Center,The Joint Commission,458,40.453425,-86.13649000000001,,18
637,Indiana,St. Joseph Health Systems,Fort Wayne,46802,Primary Stroke Center,The Joint Commission,457,41.072225,-85.1498,,18
638,Indiana,St. Catherine Hospital,East Chicago,46312,Primary Stroke Center,The Joint Commission,456,41.634479999999996,-87.44793,,18
639,Indiana,Saint Joseph Regional Medical Center - South Bend,Mishawaka,46545,Primary Stroke Center,The Joint Commission,455,41.672725,-86.17797,,18
640,Indiana,Saint Joseph Regional Medical Center - Plymouth,Plymouth,46563,Acute Stroke Ready Hospital,The Joint Commission,454,41.344120000000004,-86.30961059999998,,18
641,Indiana,Roudebush VA Medical Center,Indianapolis,46202,Primary Stroke Center,The Joint Commission,464,39.775055,-86.143315,,18
642,Indiana,Reid Health,Richmond,47374,Primary Stroke Center,HFAP,481,39.86298,-84.88601,,18
643,Indiana,Porter Regional Hospital,Valparaiso,46383,Primary Stroke Center,The Joint Commission,453,41.5501,-87.04965,,18
644,Indiana,Parkview Regional Medical Center,Fort Wayne,46845,Comprehensive Stroke Center,DNV GL,480,41.187059999999995,-85.10034,,18
645,Indiana,Parkview Hospital,Fort Wayne,46845,Primary Stroke Center,The Joint Commission,452,41.1977644,-85.1241145,,18
646,Indiana,Methodist Hospital - Southlake,Merrillville,46410,Primary Stroke Center,HFAP,479,41.45851,-87.33219,,18
647,Indiana,Methodist Hospital - Northlake,Gary,46402,Primary Stroke Center,HFAP,478,41.5992,-87.35764,,18
648,Indiana,Memorial Hospital of South Bend,South Bend,46601,Thrombectomy Capable Stroke Center,The Joint Commission,604,41.67501,-86.25574499999999,,18
649,Indiana,Margaret Mary Community Hospital,Batesville,47006,Acute Stroke Ready Hospital,The Joint Commission,603,39.297284999999995,-85.223405,,18
650,Indiana,Lutheran Hospital,Fort Wayne,46804,Comprehensive Stroke Center,DNV GL,477,41.064409999999995,-85.21706,,18
651,Indiana,La Porte Hospital,La Porte,46350,Primary Stroke Center,The Joint Commission,602,41.6101,-86.72522,,18
652,Indiana,Kosciusko Community Hospital,Warsaw,46580,Primary Stroke Center,The Joint Commission,601,41.247859999999996,-85.82927,,18
653,Indiana,Johnson Memorial Health,Franklin,46131,Stroke Ready Hospital,HFAP,476,39.48021,-86.07809,,18
654,Indiana,Jackson County Schneck Memorial Hospital,Seymour,47274,Acute Stroke Ready Hospital,The Joint Commission,600,38.95742,-85.888235,,18
655,Indiana,IU Health - Arnett Hospital,Lafayette,47905,Primary Stroke Center,HFAP,475,40.40122,-86.80653000000001,,18
656,Indiana,Indiana University Health West Hospital,Avon,46123,Primary Stroke Center,The Joint Commission,598,39.76891,-86.34790079999999,,18
657,Indiana,Indiana University Health North Hospital,Carmel,46032,Primary Stroke Center,The Joint Commission,597,39.975605,-86.12706999999999,,18
658,Indiana,Indiana University Health Methodist Hospital,Indianapolis,46202,Comprehensive Stroke Center,The Joint Commission,599,39.775055,-86.143315,,18
659,Indiana,Indiana University Health Bloomington,Bloomington,47403,Primary Stroke Center,The Joint Commission,596,39.16025,-86.54012,,18
660,Indiana,Indiana University Health Ball Memorial Hospital,Muncie,47303,Primary Stroke Center,The Joint Commission,595,40.1969,-85.41489,,18
661,Indiana,Hendricks Regional Health - Danville Hospital,Danville,46122,Primary Stroke Center,HFAP,474,39.76052,-86.50243,,18
662,Indiana,Health and Hospital Corporation of Marion County,Indianapolis,46202,Primary Stroke Center,The Joint Commission,594,39.775055,-86.143315,,18
663,Indiana,Good Samaritan Hospital,Vincennes,47591,Primary Stroke Center,The Joint Commission,593,38.67375,-87.53223,,18
664,Indiana,Franciscan Health - Mooresville,Mooresville,46158,Stroke Ready Hospital,HFAP,473,39.60823,-86.35665999999999,,18
665,Indiana,Franciscan Health - Michigan City,Michigan City,46360,Primary Stroke Center,HFAP,472,41.659459999999996,-86.898,,18
666,Indiana,Franciscan Health - Lafayette East,Lafayette,47905,Primary Stroke Center,HFAP,471,40.39405,-86.83558000000001,,18
667,Indiana,Franciscan Health - Indianapolis,Indianapolis,46237,Primary Stroke Center,HFAP,470,39.64845,-86.07826999999999,,18
668,Indiana,Franciscan Health - Dyer,Dyer,46311,Primary Stroke Center,HFAP,469,41.49221,-87.52431,,18
669,Indiana,Franciscan Health - Crown Point,Crown Point,46307,Primary Stroke Center,HFAP,468,41.3953,-87.36643000000001,,18
670,Indiana,Elkhart General Hospital,Elkhart,46514,Primary Stroke Center,The Joint Commission,592,41.67901,-85.99327,,18
671,Indiana,Dukes Memorial Hospital,Peru,46970,Primary Stroke Center,The Joint Commission,591,40.756840000000004,-86.08247,,18
672,Indiana,Deaconess - Midtown Hospital,Evansville,47747,Primary Stroke Center,HFAP,467,37.98359,-87.57029,,18
673,Indiana,Deaconess - Gateway,Newburgh,47630,Primary Stroke Center,HFAP,466,37.949615,-87.40724,,18
674,Indiana,Community Howard Regional Health,Kokomo,46902,Primary Stroke Center,The Joint Commission,590,40.44719,-86.12414,,18
675,Indiana,Community Hospital South,Indianapolis,46227,Primary Stroke Center,The Joint Commission,589,39.636559999999996,-86.13254,,18
676,Indiana,Community Hospital of Anderson and Madison County,Anderson,46011,Primary Stroke Center,The Joint Commission,588,40.1338,-85.69367,,18
677,Indiana,Community Hospital North,Indianapolis,46256,Primary Stroke Center,The Joint Commission,587,39.90043,-86.04329,,18
678,Indiana,Community Hospital Munster,Munster,46321,Comprehensive Stroke Center,The Joint Commission,446,41.56415820000001,-87.51577320000001,,18
679,Indiana,Community Hospital East,Indianapolis,46219,Primary Stroke Center,The Joint Commission,586,39.78778,-86.07658,,18
680,Indiana,Bluffton Health Systems,Bluffton,46714,Primary Stroke Center,The Joint Commission,585,40.735855,-85.174075,,18
681,Indiana,Baptist Health Floyd,New Albany,47150,Primary Stroke Center,HFAP,465,38.300090000000004,-85.83423,,18
682,Iowa,UnityPoint Health - Des Moines,des Moines,50309,Primary Stroke Center,DNV GL,486,41.585475,-93.62445500000001,,19
683,Iowa,Trinity Regional Medical Center,Fort Dodge ,50501,Primary Stroke Center,DNV GL,485,42.49179,-94.1916,,19
684,Iowa,St. Luke's Regional Medical Center,Sioux City,51004,Primary Stroke Center,DNV GL,484,42.519059999999996,-96.40585,,19
685,Iowa,Mary Greeley Medical Center,Ames,50010,Primary Stroke Center,DNV GL,483,42.03244,-93.61231,,19
686,Kansas,Salina Regional Health Center,Saline,67402,Primary Stroke Center,HFAP,488,38.83324,-97.61028,,20
687,Kansas,HayesMed,Hays,67601,Primary Stroke Center,DNV GL,487,38.87743,-99.32682,,20
688,Kentucky,Whitesburg ARH Hospital,Whitesburg,41858,Acute Stroke Ready,DNV GL,492,37.11383,-82.8119,,21
689,Kentucky,Saint Joseph Mount Sterling,Mount Sterling,40353,Stroke Ready Hospital,HFAP,493,38.07703,-83.94568000000001,,21
690,Kentucky,Middlesboro ARH Hospital,Middlesboro,40965,Acute Stroke Ready,DNV GL,491,36.607440000000004,-83.71188000000001,,21
691,Kentucky,Highlands Regional Medical Center,Prestonburg,41653,Acute Stroke Ready,DNV GL,490,37.729209999999995,-82.7675,,21
